,Actor,Text,Class,Matt,Trevis,Talesin,Marisha,Orion,Lora,Liam,Sam,Zack,Nongaming,Metagaming,Gaming
837,ЛОРА,(смеётся),0,0,0,0,0,0,1,0,0,0,1,0,0
838,СЭМ,Я достаю флейту и играю заклинание Лечащее слово.,2,0,0,0,0,0,0,0,1,0,0,0,1
839,СЭМ,И пытаюсь помочь ему протрезветь.,2,0,0,0,0,0,0,0,1,0,0,0,1
840,ЛОРА,"Чуть-чуть протрезветь, не прям совсем протрезветь.",1,0,0,0,0,0,1,0,0,0,0,1,0
841,ТРЭВИС,"Ему нравится быть пьяным, так что, чуть трезвее.",1,0,1,0,0,0,0,0,0,0,0,1,0
842,МЭТТ,"Хорошо, ты играешь свою мелодию, приятную мелодию, разливающуюся в воздухе.",2,1,0,0,0,0,0,0,0,0,0,0,1
843,МЭТТ,"Магическая энергия исходит из нот, создаваемых тобой, как будто заплывает в его торс; вы видите слабое свечение и он --",2,1,0,0,0,0,0,0,0,0,0,0,1
844,МЭТТ,"(ворчит) ""Откуда играет эта клятая музыка?""",2,1,0,0,0,0,0,0,0,0,0,0,1
845,МЭТТ,Он вытягивает руку и машет в сторону флейты.,2,1,0,0,0,0,0,0,0,0,0,0,1
846,СЭМ,"Хм, понятия не имею, откуда это было.",2,0,0,0,0,0,0,0,1,0,0,0,1
847,ТРЭВИС,"Прошу прощения, извиняюсь, что побеспокоили, твоё имя весьма известно в этих местах.",2,0,1,0,0,0,0,0,0,0,0,0,1
848,МЭТТ,"В это время он вытирает пятно слюней, вроде как засохших в бороде.",2,1,0,0,0,0,0,0,0,0,0,0,1
849,МЭТТ,"""Ага, вы мой сон побеспокоили.",2,1,0,0,0,0,0,0,0,0,0,0,1
850,МЭТТ,"Чего вам надо от Балгуса?""",2,1,0,0,0,0,0,0,0,0,0,0,1
851,ТРЭВИС,"Нам интересно, могли ли мы, быть может, разузнать у тебя о городе, э, поискать немножко --",2,0,1,0,0,0,0,0,0,0,0,0,1
852,ЛОРА,(шёпотом) Сначала заговори с ним о драке.,1,0,0,0,0,0,1,0,0,0,0,1,0
853,ТРЭВИС,"Да, слышал, что ты хороший боец.",2,0,1,0,0,0,0,0,0,0,0,0,1
854,ТРЭВИС,Выглядишь сильным.,2,0,1,0,0,0,0,0,0,0,0,0,1
855,МЭТТ,"""Слышал уже"".",2,1,0,0,0,0,0,0,0,0,0,0,1
856,ТРЭВИС,"Точно, э --",2,0,1,0,0,0,0,0,0,0,0,0,1
857,ТРЭВИС,(прочищает горло) Как часто тебе в этой таверне бросают вызов?,2,0,1,0,0,0,0,0,0,0,0,0,1
858,ЛИАМ,Осторожно.,1,0,0,0,0,0,0,1,0,0,0,1,0
859,МЭТТ,"(вздыхает) ""Не так часто, как будят.",2,1,0,0,0,0,0,0,0,0,0,0,1
860,МЭТТ,То есть никогда.,2,1,0,0,0,0,0,0,0,0,0,0,1
861,МЭТТ,"Потому что так только тупицы делают"".",2,1,0,0,0,0,0,0,0,0,0,0,1
862,ЛОРА,Провал.,1,0,0,0,0,0,1,0,0,0,0,1,0
863,ЛОРА,"Покинуть корабль, покинуть корабль!",1,0,0,0,0,0,1,0,0,0,0,1,0
864,ТРЭВИС,Ага.,2,0,1,0,0,0,0,0,0,0,0,0,1
865,ТРЭВИС,"У меня интеллект – шесть, я знаю, что делаю.",1,0,1,0,0,0,0,0,0,0,0,1,0
866,ЛОРА,Ладно.,1,0,0,0,0,0,1,0,0,0,0,1,0
867,ТРЭВИС,"Там очень красивая леди, со слегка заострёнными ушами --",2,0,1,0,0,0,0,0,0,0,0,0,1
868,ТРЭВИС,(обращаясь к Векс) Я о тебе --,1,0,1,0,0,0,0,0,0,0,0,1,0
869,ТРЭВИС,(к Килет) или о тебе --,1,0,1,0,0,0,0,0,0,0,0,1,0
870,ТРЭВИС,Их там две!,2,0,1,0,0,0,0,0,0,0,0,0,1
871,ТРЭВИС,"И они бы хотели задать тебе пару вопросов, если ты не против.",2,0,1,0,0,0,0,0,0,0,0,0,1
872,МЭТТ,Сделай проверку убеждения.,1,1,0,0,0,0,0,0,0,0,0,1,0
873,ТРЭВИС,Я?,1,0,1,0,0,0,0,0,0,0,0,1,0
874,СЭМ,О чёрт.,1,0,0,0,0,0,0,0,1,0,0,1,0
875,МАРИША,Что?,1,0,0,0,1,0,0,0,0,0,0,1,0
876,СЭМ,Почему он это делает?,1,0,0,0,0,0,0,0,1,0,0,1,0
877,ЛОРА,Зачем он делает это с нами?,1,0,0,0,0,0,1,0,0,0,0,1,0
878,МАРИША,Я знаю.,1,0,0,0,1,0,0,0,0,0,0,1,0
879,МАРИША,Почему ты не --,1,0,0,0,1,0,0,0,0,0,0,1,0
880,МАРИША,У тебя же не получалось?,1,0,0,0,1,0,0,0,0,0,0,1,0
881,ТРЭВИС,"Потому что я мог с ним подраться, или соблазнить его грудями, и я решил в пользу грудей.",1,0,1,0,0,0,0,0,0,0,0,1,0
882,ЛОРА,"Ладно, ладно.",1,0,0,0,0,0,1,0,0,0,0,1,0
883,МАРИША,"Он понял, что тонет.",1,0,0,0,1,0,0,0,0,0,0,1,0
884,МЭТТ,"Ты это на 10 уровне получаешь, кстати.",1,1,0,0,0,0,0,0,0,0,0,1,0
885,МЭТТ,Метание грудей.,1,1,0,0,0,0,0,0,0,0,0,1,0
886,ЛОРА,Убеждение.,1,0,0,0,0,0,1,0,0,0,0,1,0
887,ЛОРА,Оу!,1,0,0,0,0,0,1,0,0,0,0,1,0
888,ЛОРА,Хороший бросок.,1,0,0,0,0,0,1,0,0,0,0,1,0
889,ТРЭВИС,19!,1,0,1,0,0,0,0,0,0,0,0,1,0
890,ЛОРА,У-у-у!,1,0,0,0,0,0,1,0,0,0,0,1,0
891,МЭТТ,19?,1,1,0,0,0,0,0,0,0,0,0,1,0
892,ТАЛЕСИН,Да.,1,0,0,1,0,0,0,0,0,0,0,1,0
893,МЭТТ,"Мгновение он думает, затем выхватывает кружку, которую ты ему подготовил, из твоей руки и --",2,1,0,0,0,0,0,0,0,0,0,0,1
894,ТРЭВИС,Неплохо.,2,0,1,0,0,0,0,0,0,0,0,0,1
895,МЭТТ,"""У вас пять минут"".",2,1,0,0,0,0,0,0,0,0,0,0,1
896,МЭТТ,И он слегка разминает спину.,2,1,0,0,0,0,0,0,0,0,0,0,1
897,МЭТТ,"Вы видите, он слегка сгорбленный и сутулый, немного расправляет плечи, и вы видите внушительные мышцы, проглядывающие из-под его туники.",2,1,0,0,0,0,0,0,0,0,0,0,1
898,ТРЭВИС,Шикарно.,2,0,1,0,0,0,0,0,0,0,0,0,1
899,МЭТТ,Это крепкий дварф.,2,1,0,0,0,0,0,0,0,0,0,0,1
900,МЭТТ,"Вы не знаете, какое у него прошлое, может, он таскал камни или ковал что-то невероятное, но репутация у него неспроста.",2,1,0,0,0,0,0,0,0,0,0,0,1
901,МЭТТ,"Он встает с табуретки, и теперь вы слышите, как она трещит под его весом: её делали для обычных дварфов.",2,1,0,0,0,0,0,0,0,0,0,0,1
902,МЭТТ,Этот парень – гора мышц.,2,1,0,0,0,0,0,0,0,0,0,0,1
903,МЭТТ,"И он гуляет взглядом, осматривается секунду, как будто ищет следующую цель.",2,1,0,0,0,0,0,0,0,0,0,0,1
904,МЭТТ,"Видит острые уши, острые уши ...",2,1,0,0,0,0,0,0,0,0,0,0,1
905,МЭТТ,"(вздыхает) и просто подходит к столу, хлопает рукой по нему.",2,1,0,0,0,0,0,0,0,0,0,0,1
906,МАРИША,Почему он идёт к нам?,2,0,0,0,1,0,0,0,0,0,0,0,1
907,ТРЭВИС,Потому что я ему сказал ...,2,0,1,0,0,0,0,0,0,0,0,0,1
908,ТРЭВИС,Потому что вы должны спросить у него --,2,0,1,0,0,0,0,0,0,0,0,0,1
909,СЭМ,Сиськи.,0,0,0,0,0,0,0,0,1,0,1,0,0
910,СЭМ,Сиськи!,0,0,0,0,0,0,0,0,1,0,1,0,0
911,ЛИАМ,"Дамы, спокойно.",2,0,0,0,0,0,0,1,0,0,0,0,1
912,МЭТТ,Он садится.,2,1,0,0,0,0,0,0,0,0,0,0,1
913,МАРИША,(шёпотом Векс) В этом ты искуснее меня.,2,0,0,0,1,0,0,0,0,0,0,0,1
914,МЭТТ,"""Вы звали Балгуса, зачем?""",2,1,0,0,0,0,0,0,0,0,0,0,1
915,ЛОРА,О!,2,0,0,0,0,0,1,0,0,0,0,0,1
916,ЛОРА,"Здравствуй, Балгус.",2,0,0,0,0,0,1,0,0,0,0,0,1
917,МАРИША,Привет ...,2,0,0,0,1,0,0,0,0,0,0,0,1
918,МАРИША,Балгус.,2,0,0,0,1,0,0,0,0,0,0,0,1
919,ЛОРА,Ты такой ...,2,0,0,0,0,0,1,0,0,0,0,0,1
920,ЛОРА,"мы слышали, ты такой ...",2,0,0,0,0,0,1,0,0,0,0,0,1
921,ЛОРА,впечатляющий и мужественный.,2,0,0,0,0,0,1,0,0,0,0,0,1
922,МАРИША,Да!,2,0,0,0,1,0,0,0,0,0,0,0,1
923,ЛОРА,Мы очень хотели поговорить с тобой.,2,0,0,0,0,0,1,0,0,0,0,0,1
924,ОРИОН,"Я использую Серьгу шёпота и говорю Векс: ""Спокойнее, спокойнее"".",2,0,0,0,0,1,0,0,0,0,0,0,1
925,ЛОРА,О ч --,2,0,0,0,0,0,1,0,0,0,0,0,1
926,ЛОРА,окей.,2,0,0,0,0,0,1,0,0,0,0,0,1
927,ОРИОН,Спокойнее.,2,0,0,0,0,1,0,0,0,0,0,0,1
928,ОРИОН,не так сексуально.,2,0,0,0,0,1,0,0,0,0,0,0,1
929,МАРИША,Я тянусь и поглаживаю его бицепс.,2,0,0,0,1,0,0,0,0,0,0,0,1
930,СЭМ,О боже.,1,0,0,0,0,0,0,0,1,0,0,1,0
931,МАРИША,Потому что я этого не слышу.,2,0,0,0,1,0,0,0,0,0,0,0,1
932,ОРИОН,"Я использую её еще раз, и говорю: ""Что ты делаешь?",2,0,0,0,0,1,0,0,0,0,0,0,1
933,ОРИОН,"Килет, прекрати"".",2,0,0,0,0,1,0,0,0,0,0,0,1
934,ЛИАМ,"Я не согласен, погорячее, погорячее.",1,0,0,0,0,0,0,1,0,0,0,1,0
935,МЭТТ,(Марише) Сделай проверку убеждения.,1,1,0,0,0,0,0,0,0,0,0,1,0
936,ТРЭВИС,"Брось хорошо, брось хорошо.",1,0,1,0,0,0,0,0,0,0,0,1,0
937,ЛОРА,Брось очень хорошо.,1,0,0,0,0,0,1,0,0,0,0,1,0
938,ТАЛЕСИН,Бросай смелее!,1,0,0,1,0,0,0,0,0,0,0,1,0
939,МАРИША,У меня очень плохо с харизмой.,1,0,0,0,1,0,0,0,0,0,0,1,0
940,МАРИША,Я очень неуклюжая.,1,0,0,0,1,0,0,0,0,0,0,1,0
941,МАРИША,"Э, убеждение.",1,0,0,0,1,0,0,0,0,0,0,1,0
942,МЭТТ,"(голосом Балгуса) ""Сделай бросок убеждения"".",1,1,0,0,0,0,0,0,0,0,0,1,0
943,ЛИАМ,"Грог, передай попкорн.",0,0,0,0,0,0,0,1,0,0,1,0,0
944,ТАЛЕСИН,(стонет),1,0,0,1,0,0,0,0,0,0,0,1,0
945,ЛОРА,"О нет, что там?",1,0,0,0,0,0,1,0,0,0,0,1,0
946,МАРИША,Я выбросила два?,1,0,0,0,1,0,0,0,0,0,0,1,0
947,МЭТТ,Плюс?,1,1,0,0,0,0,0,0,0,0,0,1,0
948,МАРИША,"Плюс моё убеждение – ноль, потому что у меня дерьмовая харизма.",1,0,0,0,1,0,0,0,0,0,0,1,0
949,СЭМ,Почему я с ним не говорю?,1,0,0,0,0,0,0,0,1,0,0,1,0
950,МЭТТ,Твоя рука тянется к его бицепсу --,2,1,0,0,0,0,0,0,0,0,0,0,1
951,МАРИША,"Я ничего не говорила, я просто его коснулась!",1,0,0,0,1,0,0,0,0,0,0,1,0
952,МЭТТ,"Твоя рука тянется к его бицепсу, его ладонь с неестественной для его полусонного состояния скоростью тянется и просто --",2,1,0,0,0,0,0,0,0,0,0,0,1
953,МЭТТ,(звук шлепка) отбивает твою руку в сторону.,2,1,0,0,0,0,0,0,0,0,0,0,1
954,МЭТТ,"Не больно, просто --",2,1,0,0,0,0,0,0,0,0,0,0,1
955,МЭТТ,"""Не трогать пьяного дварфа"".",2,1,0,0,0,0,0,0,0,0,0,0,1
956,МАРИША,Прости.,2,0,0,0,1,0,0,0,0,0,0,0,1
957,ЛОРА,"Извини за мою подругу, Балгус.",2,0,0,0,0,0,1,0,0,0,0,0,1
958,ЛОРА,Её просто так впечатлили твои ...,2,0,0,0,0,0,1,0,0,0,0,0,1
959,ЛОРА,мускулы.,2,0,0,0,0,0,1,0,0,0,0,0,1
960,ЛОРА,Мы слышали о тебе поразительные вещи.,2,0,0,0,0,0,1,0,0,0,0,0,1
961,МЭТТ,"""Да ну?""",2,1,0,0,0,0,0,0,0,0,0,0,1
962,ЛОРА,"Да, слышали.",2,0,0,0,0,0,1,0,0,0,0,0,1
963,МЭТТ,"""Расскажи, что вы слышали?""",2,1,0,0,0,0,0,0,0,0,0,0,1
964,ЛОРА,"Мы слышали, что ни один воин не сравнится с тобой.",2,0,0,0,0,0,1,0,0,0,0,0,1
965,МЭТТ,"""Верно слышали"".",2,1,0,0,0,0,0,0,0,0,0,0,1
966,ЛОРА,"Мы также слышали, что ты знаешь больше об этом городе, чем кто-либо другой.",2,0,0,0,0,0,1,0,0,0,0,0,1
967,МЭТТ,"""Я тут давненько, да"".",2,1,0,0,0,0,0,0,0,0,0,0,1
968,ЛОРА,Да.,2,0,0,0,0,0,1,0,0,0,0,0,1
969,ЛОРА,"Готова спорить, никто не знает больше о Грейспайнах, чем ты.",2,0,0,0,0,0,1,0,0,0,0,0,1
970,ЛОРА,А правят они здесь уже давно.,2,0,0,0,0,0,1,0,0,0,0,0,1
971,МЭТТ,"""Сборище политических заднедумов, вот кто они"".",2,1,0,0,0,0,0,0,0,0,0,0,1
972,СЭМ,Заднегривов?,2,0,0,0,0,0,0,0,1,0,0,0,1
973,МЭТТ,"""Не совсем точно – заднедумы"".",2,1,0,0,0,0,0,0,0,0,0,0,1
974,СЭМ,"Оу, окей.",2,0,0,0,0,0,0,0,1,0,0,0,1
975,МАРИША,Задние копи?,2,0,0,0,1,0,0,0,0,0,0,0,1
976,МЭТТ,"""У них ума, как у задницы"".",2,1,0,0,0,0,0,0,0,0,0,0,1
977,ЛОРА,"Да, да, заднедумы.",2,0,0,0,0,0,1,0,0,0,0,0,1
978,МАРИША,"Оу, я думала, ты имеешь в виду шахты, кото --",2,0,0,0,1,0,0,0,0,0,0,0,1
979,МАРИША,Извини.,2,0,0,0,1,0,0,0,0,0,0,0,1
980,МАРИША,Продолжай.,2,0,0,0,1,0,0,0,0,0,0,0,1
981,МАРИША,"Нет, заднедумы.",2,0,0,0,1,0,0,0,0,0,0,0,1
982,МАРИША,"Да, они думают задницей.",2,0,0,0,1,0,0,0,0,0,0,0,1
983,ЛИАМ,"Ты выбросила два, тихо.",1,0,0,0,0,0,0,1,0,0,0,1,0
984,МЭТТ,"""Грейспайны мне не друзья"".",2,1,0,0,0,0,0,0,0,0,0,0,1
985,ЛОРА,"Нет, я слышала, они ужасны.",2,0,0,0,0,0,1,0,0,0,0,0,1
986,ЛОРА,"Чем ты занимаешься, Балгус?",2,0,0,0,0,0,1,0,0,0,0,0,1
987,МЭТТ,"""Чем я занимаюсь?",2,1,0,0,0,0,0,0,0,0,0,0,1
988,МЭТТ,"У меня пивоварня в городе!""",2,1,0,0,0,0,0,0,0,0,0,0,1
989,ЛОРА,(вздох) Да ладно?,2,0,0,0,0,0,1,0,0,0,0,0,1
990,МЭТТ,"""Единственная"".",2,1,0,0,0,0,0,0,0,0,0,0,1
991,ЛОРА,Лучшая пивоварня?,2,0,0,0,0,0,1,0,0,0,0,0,1
992,МЭТТ,"""Единственная!",2,1,0,0,0,0,0,0,0,0,0,0,1
993,МЭТТ,"Естественно, она лучшая!",2,1,0,0,0,0,0,0,0,0,0,0,1
994,МЭТТ,Я всех остальных разорил.,2,1,0,0,0,0,0,0,0,0,0,0,1
995,МЭТТ,"Мы экспортируем почти во все уголки Тал'дорея"".",2,1,0,0,0,0,0,0,0,0,0,0,1
996,ТРЭВИС,Ты мой новый любимый человек.,2,0,1,0,0,0,0,0,0,0,0,0,1
997,ЛОРА,"Эль, который мы сейчас пьём, восхитителен.",2,0,0,0,0,0,1,0,0,0,0,0,1
998,МЭТТ,"""И верно, черт возьми!""",2,1,0,0,0,0,0,0,0,0,0,0,1
999,МЭТТ,"Ты ставишь кружку, и он берёт её у тебя из руки, отхлёбывает сам и ставит её обратно.",2,1,0,0,0,0,0,0,0,0,0,0,1
1000,МАРИША,"Похоже, у вас не так много конкурентов что в делах, что в бою.",2,0,0,0,1,0,0,0,0,0,0,0,1
1001,ОРИОН,Я подбегаю.,2,0,0,0,0,1,0,0,0,0,0,0,1
1002,ОРИОН,Привет!,2,0,0,0,0,1,0,0,0,0,0,0,1
1003,СЭМ,Господи.,1,0,0,0,0,0,0,0,1,0,0,1,0
1004,ЛОРА,"О, Боже.",1,0,0,0,0,0,1,0,0,0,0,1,0
1005,ОРИОН,Меня зовут Тибериус Стормвинд!,2,0,0,0,0,1,0,0,0,0,0,0,1
1006,ТАЛЕСИН,Мы все умрём.,1,0,0,1,0,0,0,0,0,0,0,1,0
1007,ТРЭВИС,Мы все умрём.,1,0,1,0,0,0,0,0,0,0,0,1,0
1008,МЭТТ,"Он оборачивается и говорит: ""Драконорождённый.",2,1,0,0,0,0,0,0,0,0,0,0,1
1009,МЭТТ,"Давненько я ни с кем из ваших не дрался"".",2,1,0,0,0,0,0,0,0,0,0,0,1
1010,ОРИОН,Ох!,2,0,0,0,0,1,0,0,0,0,0,0,1
1011,ОРИОН,"Кто последний драконорождённый, с которым вы дрались?",2,0,0,0,0,1,0,0,0,0,0,0,1
1012,ОРИОН,Вы помните его имя?,2,0,0,0,0,1,0,0,0,0,0,0,1
1013,МЭТТ,"Помню, его звали ""сломленный и окровавленный"".",2,1,0,0,0,0,0,0,0,0,0,0,1
1014,СЭМ,"По-моему, это твой друг!",2,0,0,0,0,0,0,0,1,0,0,0,1
1015,ОРИОН,"Нет, я его знаю!",2,0,0,0,0,1,0,0,0,0,0,0,1
1016,ОРИОН,"Я знаю семью Окровавленных, ужасные люди.",2,0,0,0,0,1,0,0,0,0,0,0,1
1017,ОРИОН,"Так или иначе, мне и моим соратникам было интересно, не хотите ли Вы --",2,0,0,0,0,1,0,0,0,0,0,0,1
1018,ОРИОН,Мы этим и занимаемся?,1,0,0,0,0,1,0,0,0,0,0,1,0
1019,ОРИОН,Пытаемся убедить его пойти с нами?,1,0,0,0,0,1,0,0,0,0,0,1,0
1020,СЭМ,Мы пытаемся узнать больше о Грейспайне.,1,0,0,0,0,0,0,0,1,0,0,1,0
1021,ОРИОН,Да!,1,0,0,0,0,1,0,0,0,0,0,1,0
1022,СЭМ,"Где он может быть, или кем могут быть его партнёры.",1,0,0,0,0,0,0,0,1,0,0,1,0
1023,МАРИША,"Вот здорово, что ты пришёл.",1,0,0,0,1,0,0,0,0,0,0,1,0
1024,ОРИОН,Хотели бы Вы составить нам компанию в нашем приключении?,2,0,0,0,0,1,0,0,0,0,0,0,1
1025,ЛОРА,О боже.,1,0,0,0,0,0,1,0,0,0,0,1,0
1026,ОРИОН,"Мы пытаемся найти Грейспайнов, и мне кажется, вы были бы не против присоединиться.",2,0,0,0,0,1,0,0,0,0,0,0,1
1027,ТАЛЕСИН,"Мы думаем, что в шахтах может быть что-то неживое.",2,0,0,1,0,0,0,0,0,0,0,0,1
1028,МЭТТ,Сделай бросок убеждения.,1,1,0,0,0,0,0,0,0,0,0,1,0
1029,МЭТТ,"Можешь помочь, если хочешь.",1,1,0,0,0,0,0,0,0,0,0,1,0
1030,ТАЛЕСИН,"Я помогаю в этом броске убеждения, Боже правый.",1,0,0,1,0,0,0,0,0,0,0,1,0
1031,ЛОРА,О Боже.,1,0,0,0,0,0,1,0,0,0,0,1,0
1032,МЭТТ,"Это значит, что у него преимущество.",1,1,0,0,0,0,0,0,0,0,0,1,0
1033,ТРЭВИС,Мы хотим пойти в шахты или мы хотим пойти к дому?,1,0,1,0,0,0,0,0,0,0,0,1,0
1034,ЛОРА,"Нет, мы хотим пойти к --",1,0,0,0,0,0,1,0,0,0,0,1,0
1035,ЛОРА,"Я думала, мы хотели пойти к дому.",1,0,0,0,0,0,1,0,0,0,0,1,0
1036,ОРИОН,"Оу, у меня преимущество?",1,0,0,0,0,1,0,0,0,0,0,1,0
1037,ТАЛЕСИН,21.,1,0,0,1,0,0,0,0,0,0,0,1,0
1038,МЭТТ,"Да, у тебя преимущество на этот бросок.",1,1,0,0,0,0,0,0,0,0,0,1,0
1039,СЭМ,Так что бросаешь дважды.,1,0,0,0,0,0,0,0,1,0,0,1,0
1040,МАРИША,Что выпало на первом броске?,1,0,0,0,1,0,0,0,0,0,0,1,0
1041,ОРИОН,Три.,1,0,0,0,0,1,0,0,0,0,0,1,0
1042,ОРИОН,И я выберу 18.,1,0,0,0,0,1,0,0,0,0,0,1,0
1043,МАРИША,Определенно бери 18.,1,0,0,0,1,0,0,0,0,0,0,1,0
1044,ОРИОН,"Оу, и плюс моё --",1,0,0,0,0,1,0,0,0,0,0,1,0
1045,МАРИША,Убеждение.,1,0,0,0,1,0,0,0,0,0,0,1,0
1046,МЭТТ,"Так вот, он пронзительно на тебя смотрит, что --",1,1,0,0,0,0,0,0,0,0,0,1,0
1047,ОРИОН,Что равно девяти.,1,0,0,0,0,1,0,0,0,0,0,1,0
1048,МЭТТ,Что равно девяти?,1,1,0,0,0,0,0,0,0,0,0,1,0
1049,ОРИОН,Да.,1,0,0,0,0,1,0,0,0,0,0,1,0
1050,ЛОРА,"Вау, у тебя девять к убеждению?",1,0,0,0,0,0,1,0,0,0,0,1,0
1051,ОРИОН,Поэтому я говорю.,1,0,0,0,0,1,0,0,0,0,0,1,0
1052,ЛОРА,Что?,1,0,0,0,0,0,1,0,0,0,0,1,0
1053,МАРИША,Он весьма харизматичный.,1,0,0,0,1,0,0,0,0,0,0,1,0
1054,МЭТТ,"И он говорит: ""Ну, нет, я не особо хочу куда-то с вами идти.",2,1,0,0,0,0,0,0,0,0,0,0,1
1055,МЭТТ,"Но если собираетесь идти говорить с Грейспайнами, не стоит приходить с пустыми руками"".",2,1,0,0,0,0,0,0,0,0,0,0,1
1056,ЛОРА,Нет.,2,0,0,0,0,0,1,0,0,0,0,0,1
1057,МЭТТ,"""Принято приходить с каким-либо подарком"".",2,1,0,0,0,0,0,0,0,0,0,0,1
1058,ЛОРА,Правда?,2,0,0,0,0,0,1,0,0,0,0,0,1
1059,СЭМ,Что бы им понравилось?,2,0,0,0,0,0,0,0,1,0,0,0,1
1060,МЭТТ,"""Ну, просто скажу, что у меня лучшая пивоварня в городе"".",2,1,0,0,0,0,0,0,0,0,0,0,1
1061,ЛОРА,О!,2,0,0,0,0,0,1,0,0,0,0,0,1
1062,МЭТТ,"""И у меня есть хорошие, очень редкие, весьма необычные напитки, которые я, может быть, продал бы вам"".",2,1,0,0,0,0,0,0,0,0,0,0,1
1063,ЛИАМ,Заплати дварфу.,2,0,0,0,0,0,0,1,0,0,0,0,1
1064,ЛОРА,Сколько за экзотический эль?,2,0,0,0,0,0,1,0,0,0,0,0,1
1065,МЭТТ,"""Насколько экзотический хотите?""",2,1,0,0,0,0,0,0,0,0,0,0,1
1066,ОРИОН,У-у!,2,0,0,0,0,1,0,0,0,0,0,0,1
1067,ЛОРА,Мы хотим попасть внутрь.,2,0,0,0,0,0,1,0,0,0,0,0,1
1068,ЛОРА,Мы хотим ему понравиться.,2,0,0,0,0,0,1,0,0,0,0,0,1
1069,МЭТТ,"""Могу вам дать лучшее из ветви чертополоха, темнокровное вино"".",2,1,0,0,0,0,0,0,0,0,0,0,1
1070,ЛОРА,У-у!,2,0,0,0,0,0,1,0,0,0,0,0,1
1071,МЭТТ,"""Его я сам приготовил из редкой ветви кровавого чертополоха, которую я сюда привез из далекого города Каморды.",2,1,0,0,0,0,0,0,0,0,0,0,1
1072,МЭТТ,Я лично за этой следил.,2,1,0,0,0,0,0,0,0,0,0,0,1
1073,МЭТТ,"Четыре года ушло на то, чтобы эту бочку наполнить.",2,1,0,0,0,0,0,0,0,0,0,0,1
1074,МЭТТ,И она обойдётся вам в 500 золотых монет.,2,1,0,0,0,0,0,0,0,0,0,0,1
1075,МЭТТ,"Но это королевское красное вино!""",2,1,0,0,0,0,0,0,0,0,0,0,1
1076,МАРИША,"Я могу сделать проверку убеждения или проверку восприятия, чтобы понять, лжёт ли он?",1,0,0,0,1,0,0,0,0,0,0,1,0
1077,МЭТТ,Это будет проницательность.,1,1,0,0,0,0,0,0,0,0,0,1,0
1078,МЭТТ,Сделай-ка проницательность.,1,1,0,0,0,0,0,0,0,0,0,1,0
1079,МАРИША,Проницательность?,1,0,0,0,1,0,0,0,0,0,0,1,0
1080,ТАЛЕСИН,"Я, пожалуй, быстренько подойду к Грогу.",1,0,0,1,0,0,0,0,0,0,0,1,0
1081,ЛОРА,Что сейчас у нас в Cумке хранения лежит?,1,0,0,0,0,0,1,0,0,0,0,1,0
1082,МАРИША,27.,1,0,0,0,1,0,0,0,0,0,0,1,0
1083,МЭТТ,"Кажется, он слишком пьян, чтобы лгать.",1,1,0,0,0,0,0,0,0,0,0,1,0
1084,ОРИОН,Отлично.,1,0,0,0,0,1,0,0,0,0,0,1,0
1085,МАРИША,Окей.,1,0,0,0,1,0,0,0,0,0,0,1,0
1086,СЭМ,Да давайте.,1,0,0,0,0,0,0,0,1,0,0,1,0
1087,МЭТТ,И он энергичный делец.,1,1,0,0,0,0,0,0,0,0,0,1,0
1088,ЛОРА,"Вот что тебе скажу, Балгус.",2,0,0,0,0,0,1,0,0,0,0,0,1
1089,ТАЛЕСИН,"Возможно, мы можем поспорить?",2,0,0,1,0,0,0,0,0,0,0,0,1
1090,ТАЛЕСИН,Сделать ставку?,2,0,0,1,0,0,0,0,0,0,0,0,1
1091,ТАЛЕСИН,На круг.,2,0,0,1,0,0,0,0,0,0,0,0,1
1092,ТАЛЕСИН,"Что ты об этом думаешь, Грог?",2,0,0,1,0,0,0,0,0,0,0,0,1
1093,МАРИША,Но стоит ли оно 500 золотых?,2,0,0,0,1,0,0,0,0,0,0,0,1
1094,ОРИОН,"М-м, скорее всего.",2,0,0,0,0,1,0,0,0,0,0,0,1
1095,ЛОРА,"У нас есть несколько очень редких вещей, которые, думаю, будут тебе будет интересны.",2,0,0,0,0,0,1,0,0,0,0,0,1
1096,МЭТТ,"""Быстрее давай!",2,1,0,0,0,0,0,0,0,0,0,0,1
1097,МЭТТ,"У вас одна минута"".",2,1,0,0,0,0,0,0,0,0,0,0,1
1098,МАРИША,Что?,2,0,0,0,1,0,0,0,0,0,0,0,1
1099,ЛОРА,У нас одна минута?,2,0,0,0,0,0,1,0,0,0,0,0,1
1100,ЛОРА,"Ну, у нас есть --",2,0,0,0,0,0,1,0,0,0,0,0,1
1101,МЭТТ,"""Моё время с лёгкостью окупит 500 золотых, которые вы тут обсуждали"".",2,1,0,0,0,0,0,0,0,0,0,0,1
1102,МАРИША,"Да, похоже на то.",2,0,0,0,1,0,0,0,0,0,0,0,1
1103,ЛОРА,Сейчас у нас есть вот это.,2,0,0,0,0,0,1,0,0,0,0,0,1
1104,ТРЭВИС,У нас есть куча кусков дракона.,2,0,1,0,0,0,0,0,0,0,0,0,1
1105,ОРИОН,Вам нравятся куски драконов?,2,0,0,0,0,1,0,0,0,0,0,0,1
1106,ЛОРА,У нас есть драконьи --,2,0,0,0,0,0,1,0,0,0,0,0,1
